,review,rating,sbjText,actText,actVerbNeg,objText,locText,sbjSentType,objSentType,objSentFromSbjType,locSentType,sbjSentScore,objSentScore,objSentFromSbjScore,actVerbText,locSentScore,actLemma,actVerbTense,foundKeyword,aggKeyword,count
36114,262225,good,the ship,was,0.0,quite large,,neutral,positive,neutral,neutral,0.0,0.263175,0.0,be,0.0,be,past,ship,ship,1
36115,262225,good,the ship,to navigate and access,0.0,every area,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,access,0.0,to navigate and access,present,ship,ship,1
36120,262225,good,the variety of food,was,0.0,quite tasty,,neutral,positive,neutral,neutral,0.0,0.730801,0.0,be,0.0,be,past,food,food,1
36124,262225,good,it,was,0.0,a genuine pleasure to experience such high quality customer service on such a large vessel,,neutral,positive,neutral,neutral,0.0,0.885816,0.0,be,0.0,be,past,customer service,service,1
36126,262225,good,generously tipping our assigned waiter and cabin steward,was,0.0,painless,,positive,positive,neutral,neutral,0.677126,0.477971,0.0,be,0.0,be,past,waiter,dining,1
36129,262225,good,i,must commend,0.0,for his wonderful leadership,,neutral,positive,positive,neutral,0.0,0.731666,0.457255,commend,0.0,must commend,future,ship,ship,1
36131,262225,good,the entertainment,was,0.0,topnotch,,positive,positive,neutral,neutral,0.387758,0.726565,0.0,be,0.0,be,past,entertainment,entertainment,1
36135,89412,good,we,reading,0.0,the poor reviews of the msc cruise line ships,,neutral,negative,neutral,neutral,0.0,-0.71949,0.0,read,0.0,read,present,ship,ship,1
36137,89412,good,the ship itself,was,0.0,magnificent,,neutral,positive,neutral,neutral,0.0,0.753941,0.0,be,0.0,be,past,ship,ship,1
36140,89412,good,our information pack and cruise cards,received,0.0,on the ship within 15 20 minutes,,positive,neutral,neutral,neutral,0.427509,0.0,0.0,receive,0.0,receive,past,ship,ship,1
36153,89412,good,the food,was,0.0,one of my main concerns,,neutral,negative,neutral,neutral,0.0,-0.730368,0.0,be,0.0,be,past,food,food,1
36155,89412,good,both my wife and i,enjoyed,0.0,the food,,positive,neutral,positive,neutral,0.278208,0.0,0.699407,enjoy,0.0,enjoy,past,food,food,1
36156,89412,good,our 2 dinner waitesr,made,0.0,our dinner time such enjoyable occcassions,,positive,positive,neutral,neutral,0.349405,0.852167,0.0,make,0.0,make,past,time,time,1
36162,89412,good,the food,was,0.0,good quality servewd by very nice staff,,neutral,positive,neutral,neutral,0.0,0.882704,0.0,be,0.0,be,past,food,food,1
36165,89412,good,we,know,0.0,for a fact that he replaced the waiter at the table next to us as they had concerns with him,,neutral,negative,neutral,neutral,0.0,-0.622339,0.0,know,0.0,know,present,table,dining,1
36166,89412,good,regional and a buffet of salads,including,0.0,a wide choice,,positive,neutral,neutral,neutral,0.545445,0.0,0.0,include,0.0,include,present,buffet,food,1
36167,89412,good,bautifully,presented,0.0,ice carvings butter carvings and well presented food and deserts,,neutral,positive,neutral,neutral,0.0,0.264663,0.0,present,0.0,present,past,food,food,1
36173,89412,good,the ship,was,0.0,spotless,,neutral,positive,neutral,neutral,0.0,0.413042,0.0,be,0.0,be,past,ship,ship,1
36174,89412,good,with the prices on the ship,generally satisfied,0.0,i,,neutral,neutral,positive,neutral,0.0,0.0,0.712549,satisfy,0.0,generally satisfy,past,ship,ship,1
36178,89412,good,we,had,0.0,no problems with the passengers,,neutral,negative,neutral,neutral,0.0,-0.293188,0.0,have,0.0,have,past,passengers,people,1
36179,89412,good,we,met,0.0,some lovely people,on the cruise,neutral,positive,neutral,neutral,0.0,0.571243,0.0,meet,0.0,meet,past,people,people,1
36188,53292,good,those,considering,0.0,a cruise on this ship not to change their mind by reading these reviews as my wife and i almost did,,neutral,negative,neutral,neutral,0.0,-0.245565,0.0,consider,0.0,consider,present,ship,ship,1
36189,53292,good,this ship,to change,1.0,their mind,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,change,0.0,to change,future,ship,ship,1
36204,53292,good,the same ship,read,0.0,the reviews,,negative,neutral,neutral,neutral,-0.217666,0.0,0.0,read,0.0,read,past,ship,ship,1
36222,53292,good,the ship,was,0.0,smaller at 59000 gross ton,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
36223,53292,good,59000 gross ton,compared,0.0,to the ships coming out today,,negative,negative,neutral,neutral,-0.257402,-0.228379,0.0,compare,0.0,compare,past,ship,ship,1
36224,53292,good,the ships,coming,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,come,0.0,come,present,ship,ship,1
36236,61616,good,you,get,0.0,on board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,get,0.0,get,present,board,ship,1
36237,61616,good,the ship,is,0.0,gorgeous,,neutral,positive,neutral,neutral,0.0,0.569327,0.0,be,0.0,be,present,ship,ship,1
36240,61616,good,you,embark,0.0,on the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,embark,0.0,embark,present,ship,ship,1
36244,61616,good,you,get,0.0,on the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,get,0.0,get,present,ship,ship,1
36262,61616,good,they,had,0.0,no tables or cup holders for drinks,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,table,dining,1
36263,61616,good,waiters,were bringing,0.0,,other cruise lines,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be bring,past,waiter,dining,1
36264,61616,good,waiters,were bringing,0.0,drinks,other cruise lines,neutral,positive,neutral,neutral,0.0,0.247246,0.0,bring,0.0,be bring,past,waiter,dining,1
36265,61616,good,waiters,interrupted,0.0,your view of the show,other cruise lines,neutral,positive,negative,neutral,0.0,0.282477,-0.516576,interrupt,0.0,interrupt,past,waiter,dining,1
36266,61616,good,i,was,0.0,pleased that there was none of that on our ship,,neutral,positive,neutral,neutral,0.0,0.369026,0.0,be,0.0,be,past,ship,ship,1
36267,61616,good,i,was pleased,0.0,that there was none of that on our ship,,neutral,negative,positive,neutral,0.0,-0.61641,0.492795,please,0.0,be please,past,ship,ship,1
36278,61616,good,i,am,0.0,not a big fan of beef on cruise ships,,neutral,negative,neutral,neutral,0.0,-0.44298,0.0,be,0.0,be,present,cruise ship,ship,1
36293,61619,bad,the poesia,is,0.0,a beautiful very clean ship,,neutral,positive,neutral,neutral,0.0,0.81553,0.0,be,0.0,be,present,ship,ship,1
36298,61619,bad,the food,is,0.0,just simply awful,,neutral,negative,neutral,neutral,0.0,-0.801089,0.0,be,0.0,be,present,food,food,1
36306,61619,bad,we,had wasted,0.0,lot's of time,,neutral,neutral,negative,neutral,0.0,0.0,-0.781884,waste,0.0,have waste,past,time,time,1
36318,61619,bad,enough information,given,0.0,to the passengers,,positive,neutral,neutral,neutral,0.673514,0.0,0.0,give,0.0,give,past,passengers,people,1
36319,61619,bad,we,wasted,0.0,a lot of our time,,neutral,positive,negative,neutral,0.0,0.352899,-0.782646,waste,0.0,waste,past,time,time,1
36322,61619,bad,we the passengers,make,0.0,you,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,make,0.0,make,present,passengers,people,1
36327,61619,bad,i,met,0.0,great people,,neutral,positive,neutral,neutral,0.0,0.669889,0.0,meet,0.0,meet,past,people,people,1
36331,66473,bad,this ship msc musica,be,0.0,renamed sloop john b,,neutral,negative,neutral,neutral,0.0,-0.378063,0.0,be,0.0,be,future,ship,ship,1
36332,66473,bad,this ship msc musica,should be renamed,0.0,sloop john b,,neutral,neutral,negative,neutral,0.0,0.0,-0.39508,rename,0.0,should be rename,future,ship,ship,1
36333,66473,bad,it,has,0.0,the worst ship i've ever been on,,neutral,negative,neutral,neutral,0.0,-0.799938,0.0,has,0.0,has,present,ship,ship,1
36334,66473,bad,i,have,0.0,the worst ship,,neutral,negative,neutral,neutral,0.0,-0.856099,0.0,have,0.0,have,present,ship,ship,1
36335,66473,bad,the worst ship i've,been,0.0,,,negative,neutral,neutral,neutral,-0.843905,0.0,0.0,be,0.0,be,past,ship,ship,1
36343,66473,bad,the ship,is,0.0,managed,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
36352,66473,bad,reception on this ship,is,0.0,an utter shambles,,neutral,negative,neutral,neutral,0.0,-0.80931,0.0,be,0.0,be,present,ship,ship,1
36353,66473,bad,3050 people,have,0.0,no conception of the words queue or manners,,neutral,negative,neutral,neutral,0.0,-0.306788,0.0,have,0.0,have,present,people,people,1
36367,66473,bad,you,make,0.0,every single shipboard transaction,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,make,0.0,make,present,board,ship,1
36383,245566,good,the food entertainment staff and the ship itself,were,0.0,five star,,positive,neutral,neutral,neutral,0.405878,0.0,0.0,be,0.0,be,past,entertainment,entertainment,1
36384,245566,good,we,were,0.0,on the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
36386,245566,good,the food,was,0.0,always excellenttender beef fresh salads and pizza plus incredible desserts,,neutral,positive,neutral,neutral,0.0,0.95826,0.0,be,0.0,be,past,food,food,1
36393,245566,good,the entertainment in the lounges,had,0.0,a wonderful variety,,positive,positive,neutral,neutral,0.624568,0.87407,0.0,have,0.0,have,past,entertainment,entertainment,1
36394,245566,good,the entertainment,to suit,0.0,a wonderful variety,,positive,positive,neutral,neutral,0.387758,0.87407,0.0,suit,0.0,to suit,past,entertainment,entertainment,1
36397,245566,good,waiters,flaming,0.0,baked alaska,,neutral,neutral,negative,neutral,0.0,0.0,-0.25477,flame,0.0,flame,present,waiter,dining,1
36407,245566,good,our friends who were on the divina for the first time,are,0.0,now hooked on msc,,positive,positive,neutral,neutral,0.614024,0.56877,0.0,be,0.0,be,present,time,time,1
36410,263258,good,by all the bad reviews regarding the food and staff,very concerned,0.0,i,,negative,neutral,negative,neutral,-0.57043,0.0,-0.470131,concern,0.0,very concern,past,food,food,1
36411,263258,good,the ship,is,0.0,lovely,,neutral,positive,neutral,neutral,0.0,0.610521,0.0,be,0.0,be,present,ship,ship,1
36412,263258,good,the buffet,was,0.0,always hot,,positive,neutral,neutral,neutral,0.402791,0.0,0.0,be,0.0,be,past,buffet,food,1
36418,263258,good,the entertainment,was,0.0,top notch with something for all ages,,positive,positive,neutral,neutral,0.387758,0.521131,0.0,be,0.0,be,past,entertainment,entertainment,1
36423,263258,good,the ship,does,0.0,not give you any information about the port you are visiting,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,do,0.0,do,future,ship,ship,1
36424,263258,good,the ship,give,1.0,any information about the port you are visiting,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,give,0.0,give,present,ship,ship,1
36426,263258,good,days at sea,did not seem to have have,0.0,much entertainment,,neutral,positive,negative,neutral,0.0,0.426195,-0.452918,have,0.0,do not seem to have have,past,entertainment,entertainment,1
36427,263258,good,other cruise lines,seem to have,0.0,daytime entertainment more,,neutral,neutral,negative,neutral,0.0,0.0,-0.351242,have,0.0,seem to have,future,entertainment,entertainment,1
36433,100791,bad,msc,is,0.0,not a kid friendly cruise for english speaking passengers,,neutral,negative,neutral,neutral,0.0,-0.285448,0.0,be,0.0,be,present,passengers,people,1
36449,100791,bad,they,offered,0.0,a variety of foods that both my kids and i really enjoyed,,neutral,positive,neutral,neutral,0.0,0.863922,0.0,offer,0.0,offer,past,food,food,1
36450,100791,bad,i,enjoyed,0.0,foods,,neutral,positive,positive,neutral,0.0,0.22126,0.699407,enjoy,0.0,enjoy,past,food,food,1
36456,89527,bad,burgersfrozen french fries for dinnerthe ship,has,0.0,a lot of smokingdisregarding the right of nonsmokersreception desk,,neutral,positive,neutral,neutral,0.0,0.468439,0.0,have,0.0,have,present,ship,ship,1
36458,89527,bad,incompetent and unaccomodatingoverall the cruise ship,care,1.0,much about the welfare of passengers entertainment,,negative,neutral,neutral,neutral,-0.819328,0.0,0.0,care,0.0,care,past,entertainment,entertainment,1
36459,89527,bad,about the welfare of passengers entertainment,was,0.0,very poor,,neutral,negative,neutral,neutral,0.0,-0.844568,0.0,be,0.0,be,past,entertainment,entertainment,1
36461,89527,bad,the theaterthe crew,reporting,0.0,to the cruise director were quite annoying and overall uncaring,,neutral,negative,neutral,neutral,0.0,-0.850876,0.0,report,0.0,report,present,cruise director,service,1
36462,89527,bad,the pillows in the stateroom,were,0.0,very uncomfortablefilled with straw,,positive,negative,neutral,neutral,0.53274,-0.243345,0.0,be,0.0,be,past,table,dining,1
36482,89522,bad,this ship,was,0.0,more like a ferry,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
36483,89522,bad,this ship,picking,0.0,up,,neutral,neutral,negative,neutral,0.0,0.0,-0.286534,pick,0.0,pick,present,ship,ship,1
36484,89522,bad,the time allowed ashore,was,0.0,minimal,,neutral,negative,neutral,neutral,0.0,-0.202957,0.0,be,0.0,be,past,time,time,1
36485,89522,bad,the food quality,was,0.0,poor and bland,,positive,negative,neutral,neutral,0.24616,-0.953214,0.0,be,0.0,be,past,food,food,1
36496,89522,bad,the ship,did,0.0,not dock in venice,,neutral,negative,neutral,neutral,0.0,-0.386157,0.0,do,0.0,do,past,ship,ship,1
36501,89522,bad,the flight time back to london,was,0.0,2310 which meant having to take yet another expensive excursion and sitting for hours in the airport,,negative,negative,neutral,neutral,-0.350726,-0.586304,0.0,be,0.0,be,past,time,time,1
36504,89522,bad,the flight time,yet another expensive excursion and sitting,0.0,,in the airport,negative,neutral,neutral,negative,-0.272031,0.0,0.0,sit,-0.278657,yet another expensive excursion and sit,present,time,time,1
36506,89522,bad,i,would have thought,0.0,that i would have got a better flight time than someone who i met that had only booked four months beforehand,,neutral,neutral,negative,neutral,0.0,0.0,-0.250918,think,0.0,would have think,future,time,time,1
36507,89522,bad,i,have,0.0,got a better flight time,,neutral,positive,neutral,neutral,0.0,0.620889,0.0,have,0.0,have,future,time,time,1
36509,89522,bad,the ship itself,was,0.0,beautiful with its art deco decor,,neutral,positive,neutral,neutral,0.0,0.875846,0.0,be,0.0,be,past,ship,ship,1
36517,248063,good,a try being a grand new ship and going to enjoyable ports,decided to give,0.0,it,,positive,neutral,neutral,neutral,0.840212,0.0,0.0,give,0.0,decide to give,future,ship,ship,1
36520,248063,good,bathroom,was,0.0,more than adequate no cruise ship,,neutral,negative,neutral,neutral,0.0,-0.301486,0.0,be,0.0,be,past,cruise ship,ship,1
36521,248063,good,no cruise ship,can say,0.0,spacious and the balcony unobstructed view a great place to sit back and watch the world sail by,,negative,positive,neutral,neutral,-0.471132,0.903559,0.0,say,0.0,can say,future,cruise ship,ship,1
36528,248063,good,our table waiter,remember,0.0,our drink preferences,,positive,neutral,neutral,neutral,0.424559,0.0,0.0,remember,0.0,remember,present,table,dining,1
36529,248063,good,buffet,was,0.0,always clean,,neutral,positive,neutral,neutral,0.0,0.463611,0.0,be,0.0,be,past,buffet,food,1
36535,248063,good,pools and recreation as with any cruise ship,were always crowded and staking,0.0,a chair,,neutral,positive,negative,neutral,0.0,0.29049,-0.550455,stake,0.0,be always crowd and stake,past,cruise ship,ship,1
36538,248063,good,somewhat small for a ship this size,was,0.0,very entertaining for the kids,,neutral,positive,neutral,neutral,0.0,0.858295,0.0,be,0.0,be,past,ship,ship,1
36540,248063,good,therei,liked,0.0,the fact that the kids club has a special section for dining at the buffet,,neutral,positive,positive,neutral,0.0,0.458287,0.455908,like,0.0,like,past,buffet,food,1
36549,92737,good,msc poesia,was,0.0,our first italian flare ship we ever cruised on,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,ship,ship,1
36550,92737,good,we,cruised,0.0,our first italian flare ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,cruise,0.0,cruise,past,ship,ship,1
36551,92737,good,us,left,0.0,a parade of ships,,neutral,negative,negative,neutral,0.0,-0.500509,-0.476601,leave,0.0,leave,past,ship,ship,1
36565,92737,good,we,left,0.0,the ship,,neutral,neutral,negative,neutral,0.0,0.0,-0.476601,leave,0.0,leave,past,ship,ship,1
36580,92737,good,we,boarded,0.0,a smaller ship that brought us through all of the locks of the canal from the atlantic and we ended at panama city on the pacific coast,,neutral,positive,neutral,neutral,0.0,0.468953,0.0,board,0.0,board,past,board,ship,1
36581,92737,good,a smaller ship,brought,0.0,us,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,bring,0.0,bring,past,ship,ship,1
36583,92737,good,a bus ride back to the ship,was,0.0,entertaining by our guide that made us knowledgeable of the area its history and the people,,positive,positive,neutral,neutral,0.242679,0.93688,0.0,be,0.0,be,past,ship,ship,1
36584,92737,good,by our guide that made us knowledgeable of the area its history and the people,was entertaining,0.0,the ship,,positive,neutral,positive,neutral,0.80134,0.0,0.589661,entertain,0.0,be entertain,past,ship,ship,1
